accession,cluster,split
Q5VZV1,A6NDL7,train
Q5VZY2,Q5VZY2,train
Q5W041,Q5W041,train
Q5W064,Q5VYY2,train
Q5W0A0,Q5W0A0,val
Q5W0B1,Q5W0B1,train
Q5W0B7,Q5W0B7,train
Q5W0Q7,Q5W0Q7,val
Q5W0U4,Q5W0U4,test
Q5W0V3,Q5W0V3,train
Q5W0Z9,Q9UIJ5,train
Q5W111,Q5W111,train
Q5W150,Q5W150,val
Q5W186,Q5W186,val
Q5W188,Q5W186,val
Q5W5W9,Q5W5W9,train
Q5W5X9,Q5W5X9,test
Q5XG87,Q5XG87,train
Q5XG92,Q8N2Q7,train
Q5XG99,Q7Z3D4,train
Q5XKE5,P04264,train
Q5XKK7,Q5XKK7,train
Q5XKL5,Q5XKL5,val
Q5XKP0,Q5XKP0,val
Q5XKR4,Q96QS3,val
Q5XKR9,Q969W3,train
Q5XLA6,P51878,val
Q5XPI4,Q5XPI4,test
Q5XUX0,Q5XUX0,train
Q5XUX1,Q5XUX1,train
Q5XX13,Q5XX13,train
Q5XXA6,Q9NQ90,test
Q5YKI7,Q5YKI7,train
Q5ZPR3,Q5ZPR3,train
Q60I27,Q96Q42,train
Q629K1,Q629K1,val
Q63HK3,P17040,train
Q63HK5,Q63HK5,train
Q63HM1,Q63HM1,train
Q63HM2,Q63HM2,test
Q63HM9,Q9NUJ7,train
Q63HN1,Q6ZU69,train
Q63HN8,Q63HN8,test
Q63HQ0,Q63HQ0,val
Q63HQ2,P98160,test
Q63HR2,Q9HBL0,train
Q63ZE4,Q4U2R8,test
Q63ZY3,Q5T7N3,val
Q63ZY6,P46087,val
Q641Q2,Q641Q2,train
Q641Q3,Q641Q3,train
Q643R3,Q7L5N7,train
Q64ET8,A6NGY1,train
Q64LD2,Q64LD2,train
Q658L1,Q8IYX7,train
Q658N2,Q658N2,train
Q658P3,Q8NFT2,train
Q658T7,A6NDY2,train
Q658Y4,Q658Y4,train
Q659A1,Q659A1,train
Q659C4,Q6PKG0,train
Q66GS9,Q66GS9,train
Q66K14,Q6ZT07,train
Q66K41,Q569K4,train
Q66K64,Q66K64,train
Q66K66,Q66K66,train
Q66K74,P46821,train
Q66K79,O75976,test
Q66K80,Q66K80,train
Q66K89,Q66K89,test
Q66LE6,Q66LE6,val
Q66PJ3,Q66PJ3,val
Q674R7,Q674R7,train
Q674X7,Q674X7,train
Q676U5,Q8NAA4,train
Q67FW5,Q67FW5,val
Q684P5,Q684P5,test
Q685J3,Q9UKN1,train
Q687X5,Q8NFT2,train
Q68BL7,Q68BL8,train
Q68BL8,Q68BL8,train
Q68CJ6,Q68CJ6,val
Q68CJ9,Q68CJ9,test
Q68CK6,Q53FZ2,train
Q68CL5,Q68CL5,test
Q68CP4,Q68CP4,val
Q68CP9,Q68CP9,train
Q68CQ1,Q68CQ1,test
Q68CQ4,Q68CQ4,train
Q68CQ7,Q68CQ7,test
Q68CR1,Q68CR1,val
Q68CR7,Q68CR7,train
Q68CZ1,Q68CZ1,train
Q68CZ2,Q9HBL0,train
Q68CZ6,Q68CZ6,test
Q68D06,P0C7P3,train
Q68D10,Q68D10,val
Q68D20,P54278,train
Q68D42,Q68D42,val
Q68D51,P78524,val
Q68D85,Q68D85,train
Q68D86,Q96A19,train
Q68D91,Q68D91,train
Q68DA7,Q68DA7,train
Q68DC2,Q68DC2,train
Q68DD2,P47712,train
Q68DE3,Q68DE3,train
Q68DH5,Q68DH5,val
Q68DI1,O43345,val
Q68DK2,Q68DK2,train
Q68DK7,Q68DK7,val
Q68DL7,Q68DL7,train
Q68DN1,Q68DN1,test
Q68DQ2,Q68DQ2,val
Q68DU8,Q6ZWB6,val
Q68DV7,Q9ULT6,train
Q68DX3,Q12923,train
Q68DY1,O43345,val
Q68DY9,O43345,val
Q68E01,Q68E01,train
Q68EA5,O43345,val
Q68EM7,Q68EM7,train
Q68EN5,Q8NCT3,val
Q68G74,P48742,train
Q68G75,Q68G75,test
Q68J44,Q76I76,train
Q69383,P61572,val
Q69384,P63135,train
Q693B1,Q8WZ19,val
Q695T7,Q9Y345,train
Q69YG0,Q69YG0,train
Q69YH5,Q69YH5,train
Q69YI7,Q69YI7,test
Q69YL0,Q69YL0,train
Q69YN2,Q69YN2,train
Q69YN4,Q69YN4,train
Q69YQ0,Q69YQ0,train
Q69YU3,P0C6C1,train
Q69YU5,Q69YU5,train
Q69YW2,Q69YW2,train
Q69YZ2,Q69YZ2,test
Q6A162,P35527,train
Q6A163,P35527,train
Q6A1A2,O15021,test
Q6A555,Q86VQ3,val
Q6AHZ1,Q6AHZ1,test
Q6AI08,Q6AI08,train
Q6AI12,Q6AI12,val
Q6AI14,Q14940,train
Q6AI39,Q6AI39,test
Q6AW86,O43345,val
Q6AWC2,Q9ULE0,train
Q6AWC8,Q6AWC8,train
Q6AZW8,P17040,train
Q6AZY7,Q5KU26,train
Q6AZZ1,O15553,test
Q6B0B8,Q6B0B8,val
Q6B0I6,O94953,train
Q6B0K9,P02042,train
Q6B8I1,Q5VZP5,train
Q6B9Z1,Q6UXB1,val
Q6BAA4,Q96RD9,train
Q6BCY4,Q7L1T6,train
Q6BDI9,Q6BDI9,test
Q6BDS2,A0JNW5,train
Q6BEB4,O14901,train
Q6DCA0,Q9Y4X0,train
Q6DD87,O43345,val
Q6DD88,Q8NHH9,train
Q6DHV5,Q9P2K1,train
Q6DHV7,Q6DHV7,val
Q6DHY5,Q92738,train
Q6DJT9,Q6DJT9,train
Q6DKI1,Q6DKI1,test
Q6DKI2,Q3B8N2,train
Q6DKI7,Q6DKI7,train
Q6DKJ4,Q6DKJ4,val
Q6DKK2,Q6DKK2,train
Q6DN03,Q6DN03,train
Q6DN12,Q6DN14,train
Q6DN14,Q6DN14,train
Q6DN72,Q96RD9,train
Q6DN90,Q5JU85,train
Q6DRA6,Q6DN03,train
Q6DT37,Q5VT25,test
Q6DWJ6,Q7Z601,test
Q6E0U4,Q6E0U4,test
Q6E213,Q96PD7,test
Q6EBC2,Q6EBC2,train
Q6ECI4,O43345,val
Q6EEV4,Q6EEV4,val
Q6EEV6,Q8NCF5,train
Q6EIG7,Q5KU26,train
Q6EKJ0,Q6EKJ0,train
Q6EMB2,Q6EMB2,train
Q6EMK4,Q6EMK4,train
Q6F5E8,Q6F5E8,train
Q6FHJ7,Q6FHJ7,train
Q6FI13,Q9P0M6,val
Q6FI81,Q6FI81,train
Q6FIF0,O76080,train
Q6GMR7,Q6GMR7,train
Q6GMV2,Q6GMV2,train
Q6GMV3,Q6GMV3,val
Q6GPH4,Q6GPH4,train
Q6GPH6,Q6GPH6,train
Q6GPI1,Q04756,train
Q6GQQ9,Q8TE49,train
Q6GTS8,Q6GTS8,val
Q6GTX8,Q6GTX8,val
Q6GV28,Q6GV28,train
Q6GYQ0,Q6GYQ0,train
Q6H3X3,Q6H3X3,train
Q6H8Q1,O14639,train
Q6H9L7,Q6H9L7,train
Q6HA08,Q16819,train
Q6I9Y2,Q6I9Y2,train
Q6IA17,Q6IA17,train
Q6IA69,Q6IA69,train
Q6IA86,Q6IA86,test
Q6IAA8,Q6IAA8,train
Q6IAN0,Q9Y394,train
Q6IB77,A0A0U1RQE8,val
Q6IBS0,Q12792,train
Q6IBW4,Q6IBW4,train
Q6IC83,Q6IC83,val
Q6IC98,Q6IC98,train
Q6ICB0,Q9BSY9,train
Q6ICB4,Q6ICB4,train
Q6ICC9,Q5HYW3,train
Q6ICG6,Q6ICG6,train
Q6ICG8,Q6ICG8,train
Q6ICH7,Q5U4P2,val
Q6ICI0,Q6ICI0,train
Q6ICL3,Q6ICL3,val
Q6ICL7,Q6ICL7,train
Q6IE37,P20742,val
Q6IE81,Q6IE81,test
Q6IEE7,Q8N3T6,train
Q6IEE8,P0C7P3,train
Q6IEG0,Q6IEG0,train
Q6IEU7,O43869,train
Q6IEV9,O43869,train
Q6IEY1,O43869,train
Q6IEZ7,O43869,train
Q6IF00,O43869,train
Q6IF36,O43869,train
Q6IF42,O43869,train
Q6IF63,O43869,train
Q6IF82,O43869,train
Q6IF99,O43869,train
Q6IFG1,O43869,train
Q6IFH4,O43869,train
Q6IFN5,O43869,train
Q6IMI4,O00204,train
Q6IMI6,O00204,train
Q6IMN6,Q6IMN6,test
Q6IN84,Q6IN84,val
Q6IN85,Q5MIZ7,train
Q6IN97,Q12923,train
Q6IPM2,Q6IPM2,train
Q6IPR1,Q6IPR1,train
Q6IPR3,Q6IPR3,test
Q6IPT2,Q8N5Q1,test
Q6IPT4,Q6IPT4,train
Q6IPU0,Q6IPU0,val
Q6IPW1,Q6IPW1,train
Q6IPX1,Q92738,train
Q6IPX3,Q9H3H9,train
Q6IQ16,Q6IQ16,train
Q6IQ19,Q6IQ19,val
Q6IQ20,Q6IQ20,train
Q6IQ21,Q6IQ21,train
Q6IQ22,Q8IZ41,train
Q6IQ23,Q6IQ23,val
Q6IQ26,Q6IQ26,test
Q6IQ32,Q6IQ32,val
Q6IQ49,Q6IQ49,train
Q6IQ55,Q5TCY1,train
Q6IS14,P63241,train
Q6IS24,Q7Z7M9,train
Q6ISB3,Q8TE85,val
Q6ISS4,Q6GTX8,val
Q6ISU1,Q6ISU1,train
Q6IV72,O43345,val
Q6IWH7,Q9NQ90,test
Q6J272,Q6J272,test
Q6J4K2,Q6J4K2,train
Q6J9G0,Q04912,train
Q6JBY9,Q6JBY9,train
Q6JEL2,Q96PQ7,train
Q6JQN1,Q6JQN1,val
Q6JVE5,P80188,train
Q6JVE6,Q6JVE6,val
Q6JVE9,Q6JVE9,train
Q6K0P9,Q16666,train
Q6KB66,P04264,train
Q6KC79,Q6KC79,train
Q6KCM7,Q86VD7,train
Q6KF10,P43026,train
Q6L8G4,Q6L8H1,train
Q6L8G5,Q6L8H1,train
Q6L8G8,Q6L8H1,train
Q6L8G9,Q6L8H1,train
Q6L8H1,Q6L8H1,train
Q6L8H2,Q6L8H1,train
Q6L8H4,Q6L8H1,train
Q6L8Q7,Q6L8Q7,train
Q6L9T8,H0Y354,test
Q6L9W6,Q76KP1,train
Q6MZM0,P00451,train
Q6MZN7,Q6MZN7,train
Q6MZP7,Q6MZP7,train
Q6MZQ0,P85299,test
Q6MZT1,Q6MZT1,train
Q6MZW2,Q8N475,train
Q6MZZ7,Q6MZZ7,train
Q6N021,Q8NFU7,train
Q6N022,Q9NT68,train
Q6N043,Q7Z3K3,train
Q6N063,Q6N063,train
Q6N069,Q9BXJ9,train
Q6N075,Q6N075,train
Q6NS38,Q96Q83,train
Q6NSI1,Q9UPS8,train
Q6NSI3,Q14153,train
Q6NSI4,Q6NSI4,train
Q6NSI8,Q6NSI8,train
Q6NSJ0,Q6NSJ0,train
Q6NSJ2,Q86UU1,train
Q6NSJ5,Q7L1W4,test
Q6NSW5,Q6NSW5,train
Q6NSW7,Q6NSW7,train
Q6NSX1,Q6NSX1,train
Q6NSZ9,O43345,val
Q6NT04,O75564,train
Q6NT16,Q6NT16,train
Q6NT32,P01266,train
Q6NT46,O75459,test
Q6NT52,A6NKQ9,test
Q6NT55,Q6NT55,train
Q6NT76,Q6NT76,train
Q6NT89,Q6NT89,val
Q6NTE8,Q6NTE8,test
Q6NTF7,Q96AK3,train
Q6NTF9,Q6NTF9,test
Q6NUI1,Q9UPS8,train
Q6NUI2,Q9HCL2,train
Q6NUI6,Q6NUI6,train
Q6NUJ1,P07602,val
Q6NUJ5,Q96N64,train
Q6NUK1,Q86VD7,train
Q6NUK4,Q9H6H4,test
Q6NUM6,Q9NV66,train
Q6NUM9,Q6NUM9,train
Q6NUN0,Q53FZ2,train
Q6NUN7,Q6NUN7,train
Q6NUN9,O43345,val
Q6NUP7,Q6NUP7,train
Q6NUQ1,Q6NUQ1,train
Q6NUQ4,Q6NUQ4,train
Q6NUS6,Q6NUS6,val
Q6NUS8,Q16880,train
Q6NUT2,Q6NUT2,test
Q6NUT3,Q6NUT3,train
Q6NV74,Q6NV74,train
Q6NV75,Q6NV75,train
Q6NVH7,Q6NVH7,train
Q6NVU6,Q9NUQ7,train
Q6NVV1,P40429,train
Q6NVV3,Q6NVV3,val
Q6NVV7,Q6NVV7,train
Q6NVV9,Q9H013,train
Q6NVY1,Q6NVY1,train
Q6NW29,Q6NW29,test
Q6NW34,Q6NW34,train
Q6NW40,Q96B86,train
Q6NWY9,O75400,train
Q6NX45,O43345,val
Q6NX49,O43345,val
Q6NXE6,Q6NXE6,train
Q6NXG1,Q9H6T0,train
Q6NXN4,Q6NUT2,test
Q6NXP0,Q6NXP0,test
Q6NXP2,Q96KD3,val
Q6NXP6,Q6NXP6,train
Q6NXR0,Q6NXR0,train
Q6NXR4,Q6NXR4,test
Q6NXS1,P41236,val
Q6NXT1,Q6NXT1,train
Q6NXT2,P49450,train
Q6NXT4,Q6NXT4,train
Q6NXT6,Q6NXT6,train
Q6NY19,Q6NY19,train
Q6NYC1,Q9H9V9,train
Q6NYC8,Q6NYC8,train
Q6NZ36,Q6NZ36,train
Q6NZ63,Q8NFT2,train
Q6NZ67,Q6NZ67,test
Q6NZI2,O95810,train
Q6NZY4,Q6NZY4,train
Q6NZY7,Q00587,test
Q6P047,Q6P047,test
Q6P050,Q6P050,train
Q6P087,Q6P087,test
Q6P093,Q6PIU2,train
Q6P0A1,Q6P0A1,test
Q6P0N0,Q6P0N0,val
Q6P0Q8,O15021,test
Q6P158,Q9H6S0,train
Q6P161,Q6P161,train
Q6P179,Q9UKU6,test
Q6P1A2,Q6P1A2,train
Q6P1J6,Q6P1J6,train
Q6P1J9,Q6P1J9,train
Q6P1K1,Q6P1K1,train
Q6P1K2,Q6P1K2,train
Q6P1K8,Q13888,train
Q6P1L5,Q6P1L5,train
Q6P1L6,O43345,val
Q6P1L8,Q6P1L8,test
Q6P1M0,Q9Y2P5,train
Q6P1M3,Q15334,train
Q6P1M9,Q5H9R4,train
Q6P1N0,Q6P1N0,train
Q6P1N9,Q6P1N9,train
Q6P1Q0,Q6P1Q0,train
Q6P1Q9,Q6P1Q9,test
Q6P1R3,Q6P1R3,test
Q6P1R4,Q6P1R4,train
Q6P1S2,Q6P1S2,val
Q6P1W5,Q6P1W5,train
Q6P1X5,Q6P1X5,train
Q6P1X6,Q6P1X6,train
Q6P280,O43345,val
Q6P2C0,Q6P2C0,train
Q6P2C8,Q6P2C8,val
Q6P2D0,O43345,val
Q6P2D8,Q6P2D8,train
Q6P2E9,Q6P2E9,train
Q6P2H3,Q5SZL2,train
Q6P2H8,Q6P2H8,train
Q6P2I3,Q6P2I3,val
Q6P2I7,P0CF75,train
Q6P2M8,O95835,train
Q6P2P2,Q6P2P2,train
Q6P2Q9,Q6P2Q9,train
Q6P2S7,Q6P2S7,val
Q6P387,Q6P387,train
Q6P3R8,Q96PY6,train
Q6P3S1,Q8TEH3,train
Q6P3S6,Q6P3S6,train
Q6P3V2,O43345,val
Q6P3W2,Q9NVH1,val
Q6P3W6,P0DPF2,train
Q6P3W7,Q6P3W7,train
Q6P3X3,Q6P3X3,val
Q6P3X8,P0DP91,train
Q6P435,Q96Q15,train
Q6P444,Q6P444,val
Q6P461,Q53FZ2,train
Q6P474,Q6P996,train
Q6P499,Q6P499,train
Q6P4A7,Q6P4A7,train
Q6P4A8,Q8NHP8,test
Q6P4D5,Q96E09,train
Q6P4E1,Q8NBJ4,train
Q6P4F1,Q495W5,train
Q6P4F2,P10109,test
Q6P4F7,Q6P4F7,train
Q6P4I2,Q6P4I2,train
Q6P4Q7,Q9NRU3,train
Q6P4R8,Q6P4R8,train
Q6P531,Q6P531,train
Q6P575,P08236,train
Q6P582,Q6NZ67,test
Q6P587,Q6P2I3,val
Q6P589,Q5GJ75,train
Q6P597,Q9H0B6,train
Q6P5Q4,P29536,train
Q6P5R6,P35268,train
Q6P5S2,Q6P5S2,train
Q6P5S7,Q6P5S7,train
Q6P5W5,Q6P5W5,test
Q6P5X5,Q6P5X5,train
Q6P5X7,Q6P5X7,val
Q6P5Z2,Q16513,train
Q6P656,Q6P656,train
Q6P6B1,Q6P6B1,train
Q6P6B7,Q12955,val
Q6P6C2,Q6P6C2,test
Q6P7N7,Q6P7N7,val
Q6P988,Q6P988,train
Q6P995,Q5VUB5,train
Q6P996,Q6P996,train
Q6P9A1,O43345,val
Q6P9A2,Q7Z7M9,train
Q6P9A3,O43345,val
Q6P9B6,Q6P9B6,train
Q6P9B9,Q6P9B9,train
Q6P9F0,Q6P9F0,train
Q6P9F5,Q6P9F5,train
Q6P9F7,Q7L1W4,test
Q6P9G0,Q6P9G0,train
Q6P9G4,Q6P9G4,train
Q6P9G9,P17040,train
Q6P9H4,Q8WXI2,val
Q6P9H5,Q8ND71,train
Q6PB30,Q9Y5P2,val
Q6PCB0,Q6PCB0,train
Q6PCB5,Q6PCB5,val
Q6PCB6,Q7L211,test
Q6PCB7,Q9Y2P5,train
Q6PCB8,Q6PCB8,train
Q6PCD5,Q6PCD5,train
Q6PCE3,Q6PCE3,val
Q6PCT2,Q8NHM5,train
Q6PD62,Q6PD62,train
Q6PD74,Q6PD74,train
Q6PDA7,Q6PDA7,test
Q6PDB4,O43345,val
Q6PEV8,Q6PEV8,train
Q6PEW0,Q6PEW0,train
Q6PEW1,Q9UL41,train
Q6PEX3,A8MXZ3,val
Q6PEX7,Q6PEX7,val
Q6PEY0,Q969M2,train
Q6PEY1,Q6PEY1,test
Q6PEY2,P68363,train
Q6PEZ8,O94769,train
Q6PF04,O43345,val
Q6PF05,Q5W5X9,test
Q6PF06,Q8TBZ6,train
Q6PF15,Q8WZ60,train
Q6PF18,B2RC85,test
Q6PFW1,Q6PFW1,val
Q6PG37,O43345,val
Q6PGN9,Q6PGN9,test
Q6PGP7,Q6PGP7,train
Q6PGQ1,Q6PGQ1,train
Q6PGQ7,Q6PGQ7,train
Q6PH81,Q6PH81,train
Q6PH85,Q8IWE4,val
Q6PHR2,Q5VST9,train
Q6PHW0,Q6PHW0,train
Q6PI26,Q6PI26,train
Q6PI47,Q6PI47,train
Q6PI48,Q6PI48,test
Q6PI73,Q8N6C5,train
Q6PI77,Q5JY77,train
Q6PI78,Q6PI78,train
Q6PI97,Q6PI97,train
Q6PI98,Q6PI98,train
Q6PID6,Q6PID6,val
Q6PID8,Q6PID8,train
Q6PIF2,Q6PIF2,train
Q6PIF6,Q9UKN7,train
Q6PII3,Q6PII3,train
Q6PII5,Q8N490,test
Q6PIJ6,Q6PIJ6,train
Q6PIL6,Q9NS61,val
Q6PIS1,Q9UGH3,train
Q6PIU1,Q92953,test
Q6PIU2,Q6PIU2,train
Q6PIV2,Q6PIV2,train
Q6PIW4,Q5HY92,val
Q6PIY5,Q6PIY5,train
Q6PIY7,Q5TAX3,train
Q6PIZ9,Q6PIZ9,train
Q6PJ21,Q6PJ21,val
Q6PJ61,Q9NWN3,train
Q6PJ69,Q6PJ69,train
Q6PJE2,Q96HA1,val
Q6PJF5,Q6PJF5,train
Q6PJG2,Q6PJG2,train
Q6PJG6,Q6PJG6,train
Q6PJG9,Q9ULH4,train
Q6PJI9,Q6PJI9,train
Q6PJP8,Q6PJP8,train
Q6PJQ5,O15353,train
Q6PJT7,Q6PJT7,test
Q6PJW8,Q6PJW8,val
Q6PK04,Q6PK04,val
Q6PK18,Q6PK18,train
Q6PK57,P50570,train
Q6PK81,O43345,val
Q6PKC3,Q6PKC3,train
Q6PKG0,Q6PKG0,train
Q6PKH6,P0CG22,train
Q6PKX4,Q6PKX4,train
Q6PL18,Q9ULI0,val
Q6PL24,Q9H3P7,val
Q6PL45,Q6PL45,val
Q6PML9,Q6PML9,train
Q6PP77,Q5GH77,train
Q6PRD1,Q6PRD1,train
Q6PRD7,Q6PRD7,train
Q6PUV4,O14810,train
Q6PXP3,Q9NRM0,train
Q6Q0C0,Q6Q0C0,test
Q6Q0C1,P53007,train
Q6Q4G3,Q9UKU6,test
Q6Q6R5,Q6Q6R5,train
Q6Q759,Q6Q759,test
Q6Q788,Q6Q788,train
Q6Q795,Q6Q795,train
Q6Q8B3,Q8TD46,train
Q6QEF8,P57737,train
Q6QHC5,O15121,train
Q6QHF9,Q9NWM0,train
Q6QHK4,Q6QHK4,train
Q6QN14,Q9H9J4,test
Q6QNK2,Q6QNK2,train
Q6QNY0,Q6QNY0,test
Q6QNY1,Q6QNY1,test
Q6R2W3,Q6R2W3,train
Q6R327,Q6R327,train
Q6R6M4,Q9H9J4,test
Q6RFH5,Q6RFH5,train
Q6RFH8,P0CJ85,train
Q6RI45,Q9NSI6,test
Q6RSH7,P40337,val
Q6RVD6,Q6RVD6,val
Q6RW13,Q6RW13,train
Q6S545,A5A3E0,train
Q6S5H5,A5A3E0,train
Q6S5L8,Q6S5L8,train
Q6S8J3,A5A3E0,train
Q6S8J7,A5A3E0,train
Q6S9Z5,Q6S9Z5,train
Q6SA08,P57058,train
Q6SJ93,Q6SJ93,val
Q6SJ96,Q6SJ96,train
Q6SPF0,Q6SPF0,train
Q6STE5,Q92925,train
Q6SZW1,Q6SZW1,train
Q6T310,Q9NYN1,train
Q6T311,P36406,val
Q6T423,Q4U2R8,test
Q6T4P5,Q7Z2D5,train
Q6T4R5,Q6T4R5,train
Q6TCH4,Q6ZVX9,test
Q6TCH7,Q86V24,train
Q6TDP4,Q96PQ7,train
Q6TDU7,Q6TDU7,train
Q6TFL3,Q6TFL3,train
Q6TFL4,Q8WZ60,train
Q6TGC4,Q6TGC4,test
Q6U736,Q9UHM6,train
Q6U7Q0,O43345,val
Q6U841,P04920,train
Q6U949,Q6U949,train
Q6UB28,P53582,train
Q6UB35,Q6UB35,train
Q6UB98,Q6UB99,train
Q6UB99,Q6UB99,train
Q6UDR6,O43278,test
Q6UE05,Q6UE05,train
Q6ULP2,Q6ULP2,train
Q6UN15,Q6UN15,train
Q6UQ28,Q6UQ28,train
Q6URK8,Q6URK8,test
Q6UUV7,Q53ET0,train
Q6UUV9,Q53ET0,train
Q6UVJ0,Q6UVJ0,test
Q6UVK1,Q6UVK1,train
Q6UVM3,Q5JUK3,train
Q6UVY6,P09172,train
Q6UW01,Q6IMN6,test
Q6UW02,Q6UW02,train
Q6UW10,Q6UW10,train
Q6UW15,P16112,train
Q6UW32,Q6UXB1,val
Q6UW49,Q6UW49,test
Q6UW56,Q6UW56,test
Q6UW60,Q92824,train
Q6UW63,Q7Z4H8,val
Q6UW68,Q6UW68,test
Q6UW78,Q6UW78,train
Q6UW88,Q6UW88,train
Q6UWB1,Q6UWB1,train
Q6UWB4,Q7RTY8,val
Q6UWD8,Q6UWD8,train
Q6UWE0,Q6UWE0,test
Q6UWE3,Q6UWE3,val
Q6UWF3,Q6UWF3,train
Q6UWF7,Q969Y0,test
Q6UWF9,Q6UWF9,train
Q6UWH4,Q9UFP1,val
Q6UWH6,Q6UWH6,test
Q6UWI2,Q6UWI2,train
Q6UWI4,Q6UWI4,train
Q6UWJ1,Q6UWJ1,train
Q6UWK7,Q6UWK7,val
Q6UWL2,Q6UWL2,val
Q6UWL6,Q8IZU9,test
Q6UWM5,Q6UXB8,train
Q6UWM7,P09848,train
Q6UWM9,Q16880,train
Q6UWN0,Q8N6Q3,val
Q6UWN5,O95274,test
Q6UWN8,Q6UWN8,val
Q6UWP2,Q6UWP2,train
Q6UWP7,Q6UWP7,train
Q6UWP8,Q6UWP8,val
Q6UWQ5,Q8IXA5,train
Q6UWQ7,Q6UXB1,val
Q6UWR7,P22413,train
Q6UWS5,Q6UWS5,train
Q6UWT2,Q6UWT2,val
Q6UWU2,P16278,train
Q6UWU4,Q6UWU4,test
Q6UWV2,O95297,train
Q6UWV6,P22413,train
Q6UWV7,Q6UWV7,train
Q6UWW0,P07360,test
Q6UWW8,P01266,train
Q6UWW9,Q6UWW9,train
Q6UWX4,Q96QV1,val
Q6UWY0,Q6UWY0,train
Q6UWY2,Q7Z410,train
Q6UWY5,O94910,val
Q6UWZ7,Q15018,val
Q6UX01,Q8WVP7,train
Q6UX04,Q8WUA2,train
Q6UX06,Q6UX06,train
Q6UX07,Q9NZC7,train
Q6UX15,Q6UX15,train
Q6UX27,Q6UX27,train
Q6UX34,Q6UX34,test
Q6UX39,Q6UX39,val
Q6UX40,Q6UX40,train
Q6UX41,Q96KV6,train
Q6UX46,Q6UX46,train
Q6UX52,Q6UX52,train
Q6UX53,Q6UX53,test
Q6UX65,Q6UX65,test
Q6UX68,Q6UX68,train
Q6UX71,Q6UX71,train
Q6UX72,Q6UX72,train
Q6UX73,Q6UX73,train
Q6UX82,Q6UX82,train
Q6UX98,Q6UX98,train
Q6UXA7,Q6UXA7,train
Q6UXB0,Q6UXB0,train
Q6UXB1,Q6UXB1,val
Q6UXB2,Q6UXB2,val
Q6UXB3,Q6UXB3,train
Q6UXB4,Q9NNX6,test
Q6UXB8,Q6UXB8,train
Q6UXC1,Q6UXC1,val
Q6UXD5,Q9BYH1,train
Q6UXD7,Q6UXD7,train
Q6UXE8,Q96KV6,train
Q6UXF1,Q6UXF1,train
Q6UXF7,Q6UXF7,train
Q6UXG2,A8MWY0,train
Q6UXG3,Q6UXG3,train
Q6UXG8,Q96KV6,train
Q6UXH0,Q6UXH0,train
Q6UXH1,Q96RW7,test
Q6UXH8,Q6UXH8,train
Q6UXH9,Q6UXH9,train
Q6UXI7,P12111,test
Q6UXI9,Q6UXI9,train
Q6UXK2,Q6UXK2,train
Q6UXK5,Q6UXK5,train
Q6UXL0,Q6UXL0,test
Q6UXM1,Q6UXM1,train
Q6UXN2,Q5T2D2,train
Q6UXN8,Q9BXN2,train
Q6UXN9,Q6UXN9,train
Q6UXP3,Q6UXP3,train
Q6UXP7,Q8WW52,val
Q6UXP9,Q6UXP9,train
Q6UXQ4,Q6UXQ4,train
Q6UXQ8,Q6UXQ8,train
Q6UXR4,P29622,train
Q6UXS9,P51878,val
Q6UXT8,Q6UX46,train
Q6UXT9,Q6UXT9,train
Q6UXU0,Q6UXU0,train
Q6UXU4,Q2KHT4,train
Q6UXU6,Q6UXU6,train
Q6UXV0,Q6UXV0,val
Q6UXV1,Q5VZ72,train
Q6UXV4,Q6UXV4,train
Q6UXX5,Q6UXX5,train
Q6UXX9,Q9BXY4,val
Q6UXY1,Q6UXY1,train
Q6UXY8,Q6UXY8,val
Q6UXZ0,Q6UXZ0,train
Q6UXZ3,Q8TDQ1,test
Q6UXZ4,Q6UXZ4,train
Q6UY01,Q6UY01,val
Q6UY09,Q6UY09,train
Q6UY13,O14788,train
Q6UY14,Q9P2N4,val
Q6UY18,Q9NZU1,train
Q6UY27,Q6UY27,train
Q6UYE1,Q6UYE1,val
Q6V0I7,Q6V0I7,test
Q6V0L0,Q6V0L0,val
Q6V1P9,Q6V0I7,test
Q6V1X1,Q6V1X1,train
Q6V702,Q6V702,train
Q6V9R5,O43345,val
Q6VAB6,Q6VAB6,train
Q6VB84,Q12950,test
Q6VEQ5,A8MWX3,train
Q6VMQ6,Q6VMQ6,test
Q6VN20,Q96S59,test
Q6VUC0,Q92481,test
Q6VVB1,Q6VVB1,test
Q6VVX0,P08686,test
Q6VY07,Q6VY07,val
Q6W0C5,Q6W0C5,train
Q6W2J9,Q6W2J9,train
Q6W3E5,Q6W3E5,train
Q6W4X9,Q9HC84,test
Q6W5P4,P47901,train
Q6WBX8,Q6WBX8,train
Q6WCQ1,Q9H2D6,train
Q6WKZ4,Q6WKZ4,train
Q6WN34,Q9BU40,train
Q6WRI0,Q9NR99,train
Q6WRX3,Q6WRX3,test
Q6X4T0,Q6X4T0,train
Q6X4U4,Q9BQB4,val
Q6X4W1,Q6X4W1,train
Q6X784,Q9BS86,test
Q6X9E4,Q6X9E4,test
Q6XD76,Q7RTU5,train
Q6XE24,Q6XE24,val
Q6XE38,O95968,val
Q6XLA1,Q6XLA1,train
Q6XPR3,Q6XPR3,train
Q6XPS3,P56180,train
Q6XQN6,Q6XQN6,test
